rating,image,name
4.4,//dimg10.c-ctrip.com/images/fd/hotel/g6/M09/98/D6/CggYtFcrMJWAd7SOAAe4oqTSxrM116_R_130_130.jpg,Beauty Hotels Taipei-Hotel Bfun
,//dimg13.c-ctrip.com/images/200w0i0000009ck4wE307_R_130_130.jpg,Livinn Service Apartment
,//dimg13.c-ctrip.com/images/200c0j000000arc92BC17_R_130_130.jpg,NiHao Cafe Hotel
,//dimg12.c-ctrip.com/images/20050c00000064h2j3F7F_R_130_130.jpg,台北成都馆
5.0,//dimg11.c-ctrip.com/images/200h0i0000009it3i9810_R_130_130.jpg,台北长安店
4.7,//dimg13.c-ctrip.com/images/fd/hotel/g6/M02/C2/CE/CggYtFb5vu6AcHoMAADKFVErO_0936_R_130_130.jpg,Westgate Hotel
4.7,//dimg10.c-ctrip.com/images/200a0400000008j3oCBAA_R_130_130.jpg,原复北馆
,//dimg12.c-ctrip.com/images/200c0i0000009c95fC959_R_130_130.jpg,Apartment 10F
4.5,//dimg10.c-ctrip.com/images/200m090000003q56269CA_R_130_130.jpg,Forte Orange Hotel Ximen
3.0,//dimg12.c-ctrip.com/images/2008070000002etgh42BA_R_130_130.jpg,HOUSE 11
3.7,//dimg12.c-ctrip.com/images/fd/hotel/g4/M01/7C/9C/CggYHlaCIxuAcY94AAJOucVUw5U134_R_130_130.jpg,Stur House
4.5,//dimg11.c-ctrip.com/images/20030j000000aru8j591C_R_130_130.jpg,Taipei 101 Apartment & Condo Building
4.5,//dimg11.c-ctrip.com/images/fd/hotel/g5/M00/B3/3D/CggYr1czn4mAe1DTAAEuLEaQtBE268_R_130_130.jpg,The Longstay Hotel
4.5,//dimg13.c-ctrip.com/images/20070i000000981hb7D31_R_130_130.jpg,Golden Hot spring Hotel
,//dimg11.c-ctrip.com/images/200q0j000000a0t5t4ECF_R_130_130.jpg,台北约瑟夫馆
,//dimg11.c-ctrip.com/images/2002070000002etfpE73F_R_130_130.jpg,Deluxe Apartment
,//dimg11.c-ctrip.com/images/fd/hotel/g3/M05/23/54/CggYGVZpQrqAWgRCAAGmOF5qZwk513_R_130_130.jpg,BuBu Crystal
5.0,//dimg12.c-ctrip.com/images/20090c0000006ofmlD13D_R_130_130.jpg,PLACE X HOTEL
4.4,//dimg11.c-ctrip.com/images/200e060000001lv5l4E92_R_130_130.jpg,Royal Seasons Hotel Beitou
4.5,//dimg13.c-ctrip.com/images/fd/hotel/g6/M03/00/E5/CggYtFb0FJ-ABqCMAAHEjCUHJGM651_R_130_130.jpg,Royal Inn Taipei Linsen
4.6,//dimg13.c-ctrip.com/images/fd/hotelintl/g4/M01/53/09/CggYHFbNGXuADsJhAADV2azvbFg149_R_130_130.jpg,Dandy Hotel - Tianmu Branch
,//dimg10.c-ctrip.com/images/20030g0000008nrhk9819_R_130_130.jpg,松隆馆
1.0,//dimg11.c-ctrip.com/images/fd/hotel/g4/M05/17/F0/CggYHFZmphOAQwBvAAFVP_cVuqY790_R_130_130.jpg,B.A.G HOSTEL
4.0,//dimg11.c-ctrip.com/images/fd/hotel/g4/M00/21/FB/CggYHlZVgzCAO8-8AAF7LJLOWQs828_R_130_130.jpg,Peter Home
4.6,//dimg12.c-ctrip.com/images/20070h0000008vkhhECBF_R_130_130.jpg,台北车站
4.4,//dimg12.c-ctrip.com/images/fd/hotel/g5/M0A/74/85/CggYsFcV8MqADOmYAAEwLo1mWF0291_R_130_130.jpg,原华丽饭店
,//dimg10.c-ctrip.com/images/200l0g0000008841eABC9_R_130_130.jpg,永春馆
,//dimg11.c-ctrip.com/images/20010g00000087ppp96DA_R_130_130.jpg,市府馆
,//dimg10.c-ctrip.com/images/fd/hotel/g4/M00/23/D2/CggYHVZVgyyAOPpcAAF8I3k32T0348_R_130_130.jpg,台北二馆
4.4,//dimg13.c-ctrip.com/images/t1/hotel/996000/995865/8ca52a8c710d441284cd6957ac30d0ed_R_130_130.jpg,Happy Home
4.4,//dimg12.c-ctrip.com/images/fd/hotel/g2/M03/C4/AE/Cghzf1WQnMKAeIKOAAFQNdScB18000_R_130_130.jpg,TUR Door Hostel
4.4,//dimg10.c-ctrip.com/images/200a0f0000007kpku1042_R_130_130.jpg,DONGMEN3 Capsule Inn
,//dimg13.c-ctrip.com/images/200c0g00000086rns0AB7_R_130_130.jpg,台北中山馆
3.6,//dimg10.c-ctrip.com/images/2002070000002et6w4A35_R_130_130.jpg,Michi Hotel
4.3,//dimg13.c-ctrip.com/images/20090e00000073hb6A0E5_R_130_130.jpg,Duckstay Hostel
4.6,//dimg11.c-ctrip.com/images/fd/hotel/g2/M05/AD/93/CghzgVWPW1WATGn0ABQh5tKEBx0678_R_130_130.jpg,Backpackers Hotel Ximen
4.0,//dimg10.c-ctrip.com/images/2006070000002nmr012FE_R_130_130.jpg,Color Cloud Of South
,//dimg10.c-ctrip.com/images/200l0d0000006we6y3727_R_130_130.jpg,台北昆明馆
4.3,//dimg10.c-ctrip.com/images/fd/hotel/g4/M09/26/D0/CggYHVX2q0GAD0DtAAHnGtfzAag004_R_130_130.jpg,Arts NO.46
1.0,//dimg12.c-ctrip.com/images/fd/hotel/g1/M02/47/C6/CghzflWeNuKAJcexABERQhp0s6Q517_R_130_130.jpg,Fuxing Apartment
3.8,//dimg12.c-ctrip.com/images/20040b0000005yhrm99B7_R_130_130.jpg,Taipei Milla Hotel
5.0,//dimg10.c-ctrip.com/images/200i0i000000999jm61EF_R_130_130.jpg,citizenM Taipei North Gate
4.3,//dimg12.c-ctrip.com/images/fd/hotel/g5/M07/97/BE/CggYr1cdzteAXNLrAAJB85TVOpQ745_R_130_130.jpg,Green World Grand NanJing
,//dimg13.c-ctrip.com/images/20060c000000657ue26A9_R_130_130.jpg,Meimei house
5.0,//dimg13.c-ctrip.com/images/20090c00000064gruD77E_R_130_130.jpg,台北林森M12馆
4.5,//dimg13.c-ctrip.com/images/fd/hotel/g2/M01/56/1B/CghzgVWBC4qAfmkwAAHCQw-rkMI401_R_130_130.jpg,Poetry Hostel
4.6,//dimg12.c-ctrip.com/images/20020c00000064fma4702_R_130_130.jpg,Footprints Hostel
,//dimg11.c-ctrip.com/images/fd/hotel/g2/M03/D3/09/CghzgVV34omAAmpBAADfsMA8vpc452_R_130_130.jpg,Ane bnb 4 Fabulous home
4.6,//dimg12.c-ctrip.com/images/2006060000001xwck05EF_R_130_130.jpg,STAR HOUSE
4.1,//dimg10.c-ctrip.com/images/fd/hotel/g4/M09/4A/DF/CggYHFX36xSAPIdAAAaOTscUWjQ840_R_130_130.jpg,DreamHouse
4.1,//dimg11.c-ctrip.com/images/fd/hotel/g6/M01/39/9F/CggYs1awdX2AOf2dAAP9gp1baaI971_R_130_130.jpg,Nest in 101 Taipei
3.9,//dimg11.c-ctrip.com/images/200a0b0000005yntq29DD_R_130_130.jpg,台北士林馆
0.0,//dimg13.c-ctrip.com/images/fd/hotel/g2/M08/E0/36/CghzgFSRLiKAUEXTABJRy-73ntM705_R_130_130.jpg,U HOTEL-XIMEN
,//dimg12.c-ctrip.com/images/fd/hotel/g4/M0B/2F/37/CggYHVZ3X32AZ9RJAAC5t1JUNVE267_R_130_130.jpg,Ane bnb 3 101 opposite
4.5,//dimg11.c-ctrip.com/images/200w060000001g9i8410E_R_130_130.jpg,Taipei Meet 2 3
4.6,//dimg11.c-ctrip.com/images/20050d0000006vi807D26_R_130_130.jpg,台北车站馆
4.2,//dimg13.c-ctrip.com/images/200o0a0000004ekkl859B_R_130_130.jpg,原梦想家民宿
,//dimg11.c-ctrip.com/images/200l0g00000086vdo07DD_R_130_130.jpg,
3.6,//dimg12.c-ctrip.com/images/200o09000000482e41927_R_130_130.jpg,台北车站馆
4.8,//dimg10.c-ctrip.com/images/20010h0000008tg4yEC03_R_130_130.jpg,On My Way Taipei Hostel
4.4,//dimg12.c-ctrip.com/images/200r0a0000004o3noDDB8_R_130_130.jpg,Ximen Just in time time Hostels
4.5,//dimg11.c-ctrip.com/images/200b0j000000au7786BE6_R_130_130.jpg,台北六福馆
